tipo,slug_articolo,categoria,titolo_articolo,nome_file,percorso_finale,dimensioni,brief
"interna","congruita-manodopera-durc","Imprese","Congruità della manodopera: come si giustifica un'incongruenza","congruita-manodopera-durc-2.jpg","public/images/guide/congruita-manodopera-durc-2.jpg","1600x900 (16:9)","Scrivania con fatture di forniture, contratti di nolo e prospetto di calcolo della congruità della manodopera"
"copertina","sospensione-illegittima-lavori","Imprese","Sospensione illegittima dei lavori: come si quantificano i maggiori oneri","sospensione-illegittima-lavori-cover.jpg","public/images/guide/sospensione-illegittima-lavori-cover.jpg","1600x900 (16:9)","Cantiere fermo con gru immobile e ponteggi montati, nessun operaio al lavoro"
"interna","sospensione-illegittima-lavori","Imprese","Sospensione illegittima dei lavori: come si quantificano i maggiori oneri","sospensione-illegittima-lavori-1.jpg","public/images/guide/sospensione-illegittima-lavori-1.jpg","1600x900 (16:9)","Cantiere fermo con gru immobile e ponteggi montati, nessun operaio al lavoro"
"interna","sospensione-illegittima-lavori","Imprese","Sospensione illegittima dei lavori: come si quantificano i maggiori oneri","sospensione-illegittima-lavori-2.jpg","public/images/guide/sospensione-illegittima-lavori-2.jpg","1600x900 (16:9)","Verbale di sospensione dei lavori compilato con l'elenco dei mezzi e delle maestranze presenti in cantiere"
"copertina","vizi-appalto-condominiale","Privati","Vizi nell'appalto condominiale: può agire anche il singolo condomino?","vizi-appalto-condominiale-cover.jpg","public/images/guide/vizi-appalto-condominiale-cover.jpg","1600x900 (16:9)","Facciata condominiale appena rifatta con distacchi di intonaco e macchie di umidità, con ponteggio smontato da poco"
"interna","vizi-appalto-condominiale","Privati","Vizi nell'appalto condominiale: può agire anche il singolo condomino?","vizi-appalto-condominiale-1.jpg","public/images/guide/vizi-appalto-condominiale-1.jpg","1600x900 (16:9)","Facciata condominiale appena rifatta con distacchi di intonaco e macchie di umidità, con ponteggio smontato da poco"
"interna","vizi-appalto-condominiale","Privati","Vizi nell'appalto condominiale: può agire anche il singolo condomino?","vizi-appalto-condominiale-2.jpg","public/images/guide/vizi-appalto-condominiale-2.jpg","1600x900 (16:9)","Verbale di assemblea condominiale aperto sul punto relativo alla contestazione dei lavori, con la relazione tecnica allegata"
"copertina","polizza-decennale-postuma","Privati","Il costruttore ha chiuso la società: come si attiva la polizza decennale postuma","polizza-decennale-postuma-cover.jpg","public/images/guide/polizza-decennale-postuma-cover.jpg","1600x900 (16:9)","Cartellina del rogito aperta sul tavolo con l'atto notarile e un fascicolo di polizza assicurativa allegato"
"interna","polizza-decennale-postuma","Privati","Il costruttore ha chiuso la società: come si attiva la polizza decennale postuma","polizza-decennale-postuma-1.jpg","public/images/guide/polizza-decennale-postuma-1.jpg","1600x900 (16:9)","Cartellina del rogito aperta sul tavolo con l'atto notarile e un fascicolo di polizza assicurativa allegato"
"interna","polizza-decennale-postuma","Privati","Il costruttore ha chiuso la società: come si attiva la polizza decennale postuma","polizza-decennale-postuma-2.jpg","public/images/guide/polizza-decennale-postuma-2.jpg","1600x900 (16:9)","Facciata di una palazzina recente con transenne e rete di protezione sotto un cornicione con intonaco distaccato"
"copertina","sconto-in-fattura-non-applicato","Privati","Sconto in fattura promesso e mai applicato: cosa si può fare","sconto-in-fattura-non-applicato-cover.jpg","public/images/guide/sconto-in-fattura-non-applicato-cover.jpg","1600x900 (16:9)","Contratto di appalto aperto sulla clausola dello sconto in fattura, accanto a una fattura emessa per l'intero importo"
"interna","sconto-in-fattura-non-applicato","Privati","Sconto in fattura promesso e mai applicato: cosa si può fare","sconto-in-fattura-non-applicato-1.jpg","public/images/guide/sconto-in-fattura-non-applicato-1.jpg","1600x900 (16:9)","Contratto di appalto aperto sulla clausola dello sconto in fattura, accanto a una fattura emessa per l'intero importo"
"interna","sconto-in-fattura-non-applicato","Privati","Sconto in fattura promesso e mai applicato: cosa si può fare","sconto-in-fattura-non-applicato-2.jpg","public/images/guide/sconto-in-fattura-non-applicato-2.jpg","1600x900 (16:9)","Facciata con cappotto termico posato solo su una porzione e ponteggio ancora montato"
"copertina","tetto-rifatto-infiltrazioni","Verticali","Il tetto rifatto infiltra ancora: garanzia e responsabilità","tetto-rifatto-infiltrazioni-cover.jpg","public/images/guide/tetto-rifatto-infiltrazioni-cover.jpg","1600x900 (16:9)","Falda di tetto rifatto vista dall'alto: manto in tegole, camino con risvolto della guaina e lucernario"
"interna","tetto-rifatto-infiltrazioni","Verticali","Il tetto rifatto infiltra ancora: garanzia e responsabilità","tetto-rifatto-infiltrazioni-1.jpg","public/images/guide/tetto-rifatto-infiltrazioni-1.jpg","1600x900 (16:9)","Falda di tetto rifatto vista dall'alto: manto in tegole, camino con risvolto della guaina e lucernario"
"interna","tetto-rifatto-infiltrazioni","Verticali","Il tetto rifatto infiltra ancora: garanzia e responsabilità","tetto-rifatto-infiltrazioni-2.jpg","public/images/guide/tetto-rifatto-infiltrazioni-2.jpg","1600x900 (16:9)","Sottotetto con isolante bagnato e macchia di infiltrazione sul cartongesso, illuminato da una torcia"
"copertina","parquet-posato-male","Verticali","Parquet posato male che si solleva: prodotto o posa?","parquet-posato-male-cover.jpg","public/images/guide/parquet-posato-male-cover.jpg","1600x900 (16:9)","Doghe di parquet sollevate al centro della stanza con fughe aperte e battiscopa staccato"
"interna","parquet-posato-male","Verticali","Parquet posato male che si solleva: prodotto o posa?","parquet-posato-male-1.jpg","public/images/guide/parquet-posato-male-1.jpg","1600x900 (16:9)","Doghe di parquet sollevate al centro della stanza con fughe aperte e battiscopa staccato"
"interna","parquet-posato-male","Verticali","Parquet posato male che si solleva: prodotto o posa?","parquet-posato-male-2.jpg","public/images/guide/parquet-posato-male-2.jpg","1600x900 (16:9)","Tecnico che preleva un campione di massetto per la prova dell'umidità con il metodo al carburo di calcio"
"copertina","mediazione-obbligatoria-edilizia","Privati","Mediazione obbligatoria nelle controversie edilizie: come funziona davvero","mediazione-obbligatoria-edilizia-cover.jpg","public/images/guide/mediazione-obbligatoria-edilizia-cover.jpg","1600x900 (16:9)","Tavolo di mediazione con due parti sedute ai lati, i rispettivi avvocati e il mediatore al centro"
"interna","mediazione-obbligatoria-edilizia","Privati","Mediazione obbligatoria nelle controversie edilizie: come funziona davvero","mediazione-obbligatoria-edilizia-1.jpg","public/images/guide/mediazione-obbligatoria-edilizia-1.jpg","1600x900 (16:9)","Tavolo di mediazione con due parti sedute ai lati, i rispettivi avvocati e il mediatore al centro"
"interna","mediazione-obbligatoria-edilizia","Privati","Mediazione obbligatoria nelle controversie edilizie: come funziona davvero","mediazione-obbligatoria-edilizia-2.jpg","public/images/guide/mediazione-obbligatoria-edilizia-2.jpg","1600x900 (16:9)","Verbale di mediazione sul tavolo con la relazione tecnica di parte e le fotografie dei difetti"
"copertina","quanto-dura-causa-difetti","Privati","Quanto dura una causa per difetti costruttivi in Italia","quanto-dura-causa-difetti-cover.jpg","public/images/guide/quanto-dura-causa-difetti-cover.jpg","1600x900 (16:9)","Fascicolo processuale voluminoso su una scrivania di tribunale, con faldoni e perizie tecniche"
"interna","quanto-dura-causa-difetti","Privati","Quanto dura una causa per difetti costruttivi in Italia","quanto-dura-causa-difetti-1.jpg","public/images/guide/quanto-dura-causa-difetti-1.jpg","1600x900 (16:9)","Fascicolo processuale voluminoso su una scrivania di tribunale, con faldoni e perizie tecniche"
"interna","quanto-dura-causa-difetti","Privati","Quanto dura una causa per difetti costruttivi in Italia","quanto-dura-causa-difetti-2.jpg","public/images/guide/quanto-dura-causa-difetti-2.jpg","1600x900 (16:9)","Consulente tecnico d'ufficio che esegue un saggio su una parete durante un sopralluogo peritale, con i tecnici di parte presenti"
"copertina","contenzioso-ristrutturazione","Privati","Contenzioso da ristrutturazione: la mappa completa delle contestazioni","contenzioso-ristrutturazione-cover.jpg","public/images/guide/contenzioso-ristrutturazione-cover.jpg","1600x900 (16:9)","Appartamento in ristrutturazione a lavori fermi: pavimento sventrato, tracce impiantistiche aperte nei muri e materiali accatastati"
"interna","contenzioso-ristrutturazione","Privati","Contenzioso da ristrutturazione: la mappa completa delle contestazioni","contenzioso-ristrutturazione-1.jpg","public/images/guide/contenzioso-ristrutturazione-1.jpg","1600x900 (16:9)","Appartamento in ristrutturazione a lavori fermi: pavimento sventrato, tracce impiantistiche aperte nei muri e materiali accatastati"
"interna","contenzioso-ristrutturazione","Privati","Contenzioso da ristrutturazione: la mappa completa delle contestazioni","contenzioso-ristrutturazione-2.jpg","public/images/guide/contenzioso-ristrutturazione-2.jpg","1600x900 (16:9)","Tecnico con termocamera e umidimetro che documenta una macchia di infiltrazione sul soffitto di un bagno ristrutturato"
"copertina","contenzioso-serramenti","Verticali","Contenzioso sui serramenti: chi risponde, in che termini, con quali prove","contenzioso-serramenti-cover.jpg","public/images/guide/contenzioso-serramenti-cover.jpg","1600x900 (16:9)","Dettaglio del nodo di posa di una finestra: telaio, controtelaio e nastro di tenuta interno interrotto in corrispondenza dell'angolo"
"interna","contenzioso-serramenti","Verticali","Contenzioso sui serramenti: chi risponde, in che termini, con quali prove","contenzioso-serramenti-1.jpg","public/images/guide/contenzioso-serramenti-1.jpg","1600x900 (16:9)","Dettaglio del nodo di posa di una finestra: telaio, controtelaio e nastro di tenuta interno interrotto in corrispondenza dell'angolo"
"interna","contenzioso-serramenti","Verticali","Contenzioso sui serramenti: chi risponde, in che termini, con quali prove","contenzioso-serramenti-2.jpg","public/images/guide/contenzioso-serramenti-2.jpg","1600x900 (16:9)","Immagine termografica di una finestra con la fascia fredda continua lungo il perimetro del telaio e l'angolo inferiore in evidenza"
"copertina","contenzioso-fotovoltaico","Verticali","Contenzioso fotovoltaico: le cinque cause più frequenti e come si affrontano","contenzioso-fotovoltaico-cover.jpg","public/images/guide/contenzioso-fotovoltaico-cover.jpg","1600x900 (16:9)","Tetto a falda in tegole con moduli fotovoltaici installati e staffe di fissaggio in vista, fotografato dall'alto in una giornata limpida"
"interna","contenzioso-fotovoltaico","Verticali","Contenzioso fotovoltaico: le cinque cause più frequenti e come si affrontano","contenzioso-fotovoltaico-1.jpg","public/images/guide/contenzioso-fotovoltaico-1.jpg","1600x900 (16:9)","Tetto a falda in tegole con moduli fotovoltaici installati e staffe di fissaggio in vista, fotografato dall'alto in una giornata limpida"
"interna","contenzioso-fotovoltaico","Verticali","Contenzioso fotovoltaico: le cinque cause più frequenti e come si affrontano","contenzioso-fotovoltaico-2.jpg","public/images/guide/contenzioso-fotovoltaico-2.jpg","1600x900 (16:9)","Schermata del portale di monitoraggio dell'inverter con il grafico della produzione mensile, affiancata al prospetto cartaceo di producibilità consegnato alla firma"
